phrase,en,id
朝代,dynasty,2098
泛滥,"to flood, to overflow",2099
威信,"authority, prestige",2100
当代,"present, contemporary",2101
级别,"rank, level",2102
泰斗,leading authority,2103
书记,"secretary, clerk",2104
俘虏,captive,2105
法人,"legal person, corporation",2106
委员,"committee member, committee, council",2107
顾问,"adviser, consultant",2108
保姆,"nanny, housekeeper",2109
公民,citizen,2110
董事长,"chairman of the board, chairman",2111
司令,commanding officer,2112
乞丐,beggar,2113
将军,(military) general,2114
渔民,"fisherman, fisher folk",2115
元首,head of state,2116
起源,"origin, to originate, to come from",2117
文献,document,2118
凶恶,"fierce, ferocious, fiendish, frightening",2119
揭露,"to expose, to unmask, to ferret out, to disclose, disclosure",2120
昌盛,prosperous,2121
题材,subject matter,2122
驱逐,"to expel, to deport, banishment",2123
吉祥,"lucky, auspicious, propitious",2124
里程碑,milestone,2125
墨水儿,ink,2126
盖章,to affix a seal (to sth),2127
联想,abbr. for “联想集团”,2128
涂抹,"to paint, to smear, to apply (makeup etc), to doodle, to erase",2129
终究,"in the end, after all is said and done",2130
烟花爆竹,"fireworks, prostitute (esp. in Yuan theater)firecracker",2131
寄托,"to have sb look after sb, to entrust the care of sb",2132
增添,"to add, to increase",2133
丰收,bumper harvest,2134
发财,to get rich,2135
连年,"successive years, over many years",2136
寓言,fable,2137
信仰,"to believe in (a religion), firm belief, conviction",2138
喜闻乐见,a delight to see (idiom); an attractive spectacle,2139
神气,"expression, manner",2140
翘,"outstanding, to raise",2141
神态,"appearance, manner, bearing, deportment, look, expression, mien",2142
盛开,"blooming, in full flower",2143
散发,"to distribute, to emit, to issue",2144
耸,"to excite, to raise up, to shrug, high, lofty, towering",2145
州,"prefecture, (old) province, (old) administrative division",2146
外行,"layman, amateur",2147
推销,"to market, to sell",2148
吞吞吐吐,"to mumble as if hiding sth, to hold sth back",2149
次品,"substandard products, defective, seconds",2150
现成,"ready-made, readily available",2151
谢绝,to refuse politely,2152
故乡,"home, homeland, native place",2153
扎实,"strong, solid, sturdy, firm, practical",2154
塑造,"to model, to mold, plastic (arts), flexible",2155
手法,"technique, trick, skill",2156
派别,"denomination, group, school, faction, school of thought",2157
借鉴,"to use other people's experience, to borrow from a source",2158
再接再厉,"to continue the struggle (idiom); to persist, unremitting efforts",2159
心得,"what one has learned (through experience, reading etc), knowledge",2160
缺席,"absence, absent",2161
干劲,enthusiasm for doing sth,2162
占据,"to occupy, to hold",2163
确立,"to establish, to institute",2164
信念,"faith, belief, conviction",2165
任重道远,a heavy load and a long road,2166
一帆风顺,"propitious wind throughout the journey (idiom), plain sailing",2167
瞻仰,"to revere, to admire",2168
回收,"to recycle, to reclaim, to retrieve, to recover",2169
开除,to expel,2170
划分,"to divide up, to partition, to differentiate",2171
铸造,to cast (pour metal into a mold),2172
施加,to exert (effort or pressure),2173
应酬,"social niceties, social interaction, a dinner party",2174
玩弄,"to play with, to toy with, to dally with, to engage in, to resort to",2175
开采,"to extract (ore or other resource from a mine), to exploit, to mine",2176
落成,to complete a construction project,2177
配套,"to form a complete set, coherent",2178
请示,to ask for instructions,2179
官方,"government, official (approved or issued by an authority)",2180
层出不穷,"more and more emerge, innumerable succession",2181
命名,"to give a name to, to dub, to christen, to designate, named after",2182
规章,"rule, regulation",2183
截止,"to close, to stop, to put a stop to sth, cut-off point, stopping point",2184
终止,"to stop, to terminate (law)",2185
完备,"faultless, complete, perfect, to leave nothing to be desired",2186
立足,"to stand, to have a footing, to be established, to base oneself on",2187
灵魂,"soul, spirit",2188
颁布,"to issue, to proclaim, to enact (laws, decrees etc)",2189
品德,moral character,2190
过失,"defect, fault, (law) negligence, delinquency",2191
无耻,"without any sense of shame, unembarrassed, shameless",2192
容纳,"to hold, to contain, to accommodate, to tolerate (different opinions)",2193
透露,"to leak out, to divulge, to reveal",2194
治理,"to govern, to administer, to manage, to control, governance",2195
树立,"to set up, to establish",2196
正气,righteousness,2197
唾弃,"to spurn, to disdain",2198
卑鄙,"base, mean, contemptible, despicable",2199
堕落,"to degrade, to degenerate, to become depraved, corrupt",2200
腐败,"corruption, to corrupt, to rot, rotten",2201
崇高,"majestic, sublime",2202
境界,"boundary, state, realm",2203
攀登,"to climb, to pull oneself up, to clamber, to scale",2204
窍门,"a trick, an ingenious method, know-how, the knack (of doing sth)",2205
发扬,to promote (a spirit) and carry forward (a tradition),2206
敞开,"to open wide, unrestrictedly",2207
招收,"to hire, to recruit",2208
开明,"enlightened, open-minded, enlightenment",2209
倡议,"to suggest, to initiate, proposal, initiative",2210
杜绝,to put an end to,2211
干涉,interference,2212
过问,ask about,2213
激发,"inspire, stimulate",2214
多元化,diversification,2215
开展,develop,2216
对立,opposition,2217
分歧,"divergence, disagreement",2218
保守,conservative,2219
较量,contest,2220
论坛,forum,2221
激励,to encourage,2222
礼节,etiquette,2223
衷心,heartfelt,2224
爱戴,love,2225
示范,demonstration,2226
崇敬,reverence,2227
偶像,idol,2228
封建,feudalistic,2229
声明,"to state, to declare, statement, declaration",2230
悬念,"suspense in a movie, play etc, concern for sb's welfare",2231
条理,"arrangement, order, tidiness",2232
剪彩,to cut the ribbon (at a launching or opening ceremony),2233
福利,"(material) welfare, well-being, benefits",2234
污蔑,"to slander, to vilify",2235
化妆,to put on makeup,2236
屑,"bits, fragments, crumbs, filings, trifling, trivial, to condescend to",2237
抢劫,"to rob, looting",2238
痕迹,"vestige, mark, trace",2239
停顿,"to halt, to break off, pause (in speech)",2240
嫌疑,"suspicion, to have suspicions",2241
线索,"trail, clues, thread (of a story)",2242
歹徒,"evildoer, malefactor, gangster, hoodlum",2243
恐惧,"fear, dread, phobia",2244
铜,copper (chemistry),2245
框架,"frame, framework, fig. pattern, outline, organizing plan",2246
残留,"to remain, left over, surplus, remnant",2247
刑事,"criminal, penal",2248
监狱,prison,2249
慎重,"cautious, careful, prudent",2250
麻痹,"paralysis, palsy, numbness, to benumb",2251
失误,"lapse, mistake, to make a mistake, fault, service fault (in volleyball",2252
考验,"to test, to put to the test, trial, ordeal",2253
检验,"to inspect, to examine, to test",2254
查获,"to investigate and capture (a criminal), to ferret out",2255
制裁,"to punish, punishment, sanctions (incl. economic)",2256
公安局,public security bureau (police station),2257
情报,"information, intelligence",2258
毒品,"drugs, narcotics, poison",2259
带领,"to guide, to lead",2260
沉着,"steady, calm and collected, not nervous",2261
暂且,"for now, for the time being, temporarily",2262
部署,"to dispose, to deploy, deployment",2263
埋伏,"to ambush, to lie in wait for, to lie low, ambush",2264
布置,"to put in order, to arrange, to decorate, to fix up, to deploy",2265
反抗,"to resist, to rebel",2266
逮捕,"to arrest, to apprehend, an arrest",2267
非法,illegal,2268
贩卖,"to sell, to peddle, to traffic",2269
平面,"plane (flat surface), print media",2270
平行,"parallel, of equal rank, simultaneous",2271
并列,"to stand side by side, to be juxtaposed",2272
交叉,"to cross, to intersect, to overlap",2273
包袱,"wrapping cloth, a bundle wrapped in cloth, load, weight, burden",2274
胆怯,"timid, cowardly",2275
哄,"to coax, to humor",2276
信赖,"to trust, to have confidence in, to have faith in, to rely on",2277
忠诚,"devoted, loyal, fidelity, loyalty",2278
舌头,tongue,2279
舔,"to lick, to lap",2280
空隙,"crack, gap between two objects, gap in time between two events",2281
扒,"to hold on to, to cling to, to dig up, to rake, to push aside",2282
垫,"pad, cushion, mat, to pad out, to fill a gap, to pay for sb",2283
叼,to hold in the mouth,2284
粉末,"fine powder, dust",2285
口腔,oral cavity,2286
岗位,"a post, a job",2287
战役,military campaign,2288
光辉,"radiance, glory, brilliant, magnificent",2289
思念,"to think of, to long for, to miss",2290
事迹,"deed, past achievement, important event of the past",2291
追悼,"to mourn, to pay last respects, mourning, memorial (service etc)",2292
推理,"reasoning, speculative, inference",2293
迹象,"mark, indication, sign, indicator",2294
事务,"(political, economic etc) affairs, work",2295
消防,"firefighting, fire control",2296
通讯,"communications, news story, dispatch",2297
团体,"group, organization, team",2298
值班,"to work a shift, on duty",2299
物资,"goods, supplies",2300
事项,"matter, item",2301
事态,"situation, existing state of affairs",2302
转折,"shift in the trend of events, plot shift in a book, twists and turns",2303
屡次,"repeatedly, time and again",2304
依据,"according to, basis, foundation",2305
罐,"can, jar, pot",2306
数额,"amount, sum of money, fixed number",2307
永恒,"eternal, everlasting, fig. to pass into eternity (i.e. to die)",2308
遵循,"to follow, to abide by, to comply with, compliance",2309
不屑,"to disdain to do sth, to think sth not worth doing",2310
孕育,"to be pregnant, to produce offspring, to nurture (a development",2311
博览会,"exposition, international fair",2312
耐用,durable,2313
魔术,magic,2314
扣,"to fasten, to button",2315
季度,"quarter of a year, season (sports)",2316
本钱,"capital, (fig.) asset, advantage, the means (to do sth)",2317
通货膨胀,inflation,2318
平庸,"mediocre, indifferent, commonplace",2319
捏,"to pinch (with one's fingers), to knead, to make up",2320
环节,"round segment, segment (of annelid worms), connection, link, sector",2321
兴旺,"prosperous, thriving, to prosper, to flourish",2322
垄断,"to enjoy market dominance, to monopolize",2323
扩充,to expand,2324
掏,"to fish out (from pocket), to scoop",2325
布局,"arrangement, composition, layout, opening (chess jargon)",2326
拟定,"to draw up, to draft, to formulate",2327
策略,"tactics, to be tactful",2328
咀嚼,"to chew, to think over",2329
可口,"tasty, to taste good",2330
物美价廉,"good quality and cheap, a bargain",2331
风味,"distinctive flavor, distinctive style",2332
吹捧,"to flatter, to laud sb's accomplishments, adulation",2333
品尝,"to taste a small amount, to sample",2334
踊跃,"to leap, to jump, eager, enthusiastically",2335
井,well,2336
财务,financial affairs,2337
局部,"part, local",2338
关照,"to take care, to keep an eye on, to look after, to tell, to remind",2339
观光,"to tour, sightseeing, tourism",2340
就近,"nearby, in a close neighborhood",2341
肖像,portrait,2342
纺织,spinning and weaving,2343
留念,"to keep as a souvenir, to recall fondly",2344
对照,"to contrast, to compare",2345
齐心协力,to work with a common purpose (idiom); to make concerted efforts,2346
专长,"specialty, special knowledge or ability",2347
资本,capital (economics),2348
以往,"in the past, formerly",2349
淡季,"off season, slow business season",2350
制服,to subdue,2351
规格,"standard, norm, specification",2352
递增,"to increase by degrees, in increasing order, incremental, progressive",2353
周期,"period, cycle",2354
赌博,to gamble,2355
空想,"daydream, fantasy, to fantasize",2356
统筹兼顾,an overall plan taking into account all factors,2357
基金,fund,2358
麻醉,"anesthesia, fig. to poison (sb's mind)",2359
解剖,"to dissect (an animal), to analyze, anatomy",2360
化验,"laboratory test, chemical experiment, assay",2361
瘫痪,"paralysis, be paralyzed (body, transportation, etc)",2362
债券,bond,2363
按摩,"massage, to massage",2364
分红,"dividend, to award a bonus",2365
成交,"to complete a contract, to reach a deal",2366
脉搏,pulse (both medical and figurative),2367
隔离,"to separate, to isolate",2368
残疾,"disabled, handicapped, deformity on a person or animal",2369
日新月异,"daily renewal, monthly change (idiom), every day sees new developments",2370
沉闷,"oppressive (of weather), heavy, depressed, not happy, (of sound) dull",2371
充实,"rich, full, substantial, to enrich, to augment",2372
交易,"(business) transaction, business deal",2373
任意,"arbitrary, at will, at random",2374
乐趣,"delight, pleasure, joy",2375
设立,"to set up, to establish",2376
虚荣,vanity,2377
珍贵,precious,2378
合伙,"to act jointly, to form a partnership",2379
筹备,"preparations, to get ready for sth",2380
成员,member,2381
初步,"initial, preliminary, tentative",2382
合算,"worthwhile, to be a good deal, to be a bargain, to reckon up",2383
渠道,"irrigation ditch, (fig.) channel, means",2384
审查,"to examine, to investigate, to censor out, censorship",2385
缴纳,to pay (taxes etc),2386
摸索,"to feel about, to grope about, to fumble, to do things slowly",2387
层次,"arrangement of ideas, administrative level, level, stage, phase",2388
阶层,"hierarchy, stratum, social class",2389
政策,policy,2390
欢乐,"gaiety, gladness, glee, merriment, pleasure, happy, joyous, gay",2391
上瘾,"to get into a habit, to become addicted",2392
慈善,"benevolent, charitable",2393
股份,"a share (in a company), stock",2394
股东,"shareholder, stockholder",2395
钞票,"paper money, a bill (e.g. 100 yuan)",2396
苦尽甘来,"bitterness finishes, sweetness begins (idiom); the hard times are over",2397
尴尬,"awkward, embarrassed",2398
抛弃,"to abandon, to discard, to renounce, to dump (sb)",2399
坦白,"honest, forthcoming, to confess",2400
急功近利,seeking instant benefit (idiom); shortsighted vision,2401
进展,"to make headway, to make progress",2402
牢骚,"discontent, complaint, to complain",2403
迄今为止,"so far, up to now, still (not)",2404
吃力,"to entail strenuous effort, to toil at a task, strenuous, laborious",2405
家喻户晓,"understood by everyone (idiom); well known, a household name",2406
无穷无尽,"endless, boundless, infinite",2407
罪犯,criminal,2408
盗窃,to steal,2409
公然,"openly, publicly, undisguised",2410
冒充,"to feign, to pretend to be, to pass oneself off as",2411
大肆,"wantonly, without restraint (of enemy or malefactor), unbridled",2412
诈骗,"to defraud, to swindle, to blackmail",2413
拘留,"to detain (a prisoner), to keep sb in custody",2414
败坏,"to ruin, to corrupt, to undermine",2415
名誉,"fame, reputation, honor, honorary, emeritus (of retired professor)",2416
曝光,exposure (e.g. of photosensitive material),2417
公证,"notarization, notarized, acknowledgement",2418
党,political party,2419
当事人,"persons involved or implicated, party (to an affair)",2420
宪法,constitution (of a country),2421
任命,to appoint,2422
走私,"to smuggle, to have an illicit affair",2423
候选,candidate,2424
判决,"judgment (by a court of law), to pass judgment on, to sentence",2425
辩护,"to speak in defense of, to argue in favor of, to defend, to plead",2426
诽谤,"to slander, to libel",2427
晋升,to be promoted,2428
当选,to be elected,2429
行政,administration,2430
治安,"law and order, public security",2431
同胞,"born of the same parents, sibling, fellow citizen, compatriot",2432
引用,"to quote, to cite, to recommend, to appoint",2433
截至,"up to (a time), by (a time)",2434
力争,"to work hard for, to do all one can, to contend strongly",2435
亚军,"second place (in a sports contest), runner-up",2436
季军,"third in a race, bronze medalist",2437
极限,"limit, extreme boundary",2438
狭窄,narrow,2439
任性,"willful, headstrong, unruly",2440
田径,track and field (athletics),2441
选手,"athlete, contestant",2442
直播,"live broadcast (not recorded), direct Internet broadcasting",2443
旗帜,"ensign, flag",2444
领先,"to lead, to be in front",2445
分解,"to resolve, to decompose, to break down",2446
公式,formula,2447
精密,"accuracy, exact, precise, refined",2448
悬殊,"a wide gap, big contrast, large disparity, a mismatch",2449
迷信,"superstition, to have a superstitious belief (in sth)",2450
舆论,public opinion,2451
自发,spontaneous,2452
掀起,"to lift, to raise in height, to begin, upsurge",2453
空洞,"cavity, empty, vacuous",2454
制约,"to restrict, condition",2455
原理,"principle, theory",2456
冷酷,"grim, unfeeling, callous",2457
动员,"to mobilize, to arouse, mobilization",2458
牵扯,"to involve, to implicate",2459
胸膛,chest,2460
管辖,"to administer, to have jurisdiction (over)",2461
故障,"malfunction, breakdown, defect, shortcoming, fault, failure",2462
严禁,to strictly prohibit,2463
猝死,"sudden death (in medicine, sporting competitions etc)",2464
正规,"regular, according to standards",2465
演习,"maneuver, exercise, practice, to maneuver",2466
弹性,"flexibility, elasticity",2467
竞赛,"race, competition",2468
优先,priority,2469
选拔,to select the best,2470
资产,"property, assets",2471
得天独厚,"(of an area) rich in resources, (of a person) gifted or able",2472
作风,"style, style of work, way",2473
顽强,"tenacious, hard to defeat",2474
志气,"ambition, drive, resolve",2475
屈服,"to surrender, to yield",2476
相辅相成,to complement one another (idiom),2477
依托,"to rely on, to depend on",2478
装备,"equipment, to equip, to outfit",2479
战术,tactics,2480
悬崖峭壁,sheer cliffs and precipitous rock faces (idiom),2481
涌现,"to emerge in large numbers, to spring up, to emerge prominently",2482
共和国,republic,2483
后勤,logistics,2484
掩护,"to screen, to shield, to cover, protection, cover",2485
冲突,"conflict, to conflict, clash of opposing forces",2486
中立,neutrality,2487
牺牲,"to sacrifice oneself, to lay down one's life",2488
巡逻,"to patrol (police, army or navy)",2489
戒备,"to take precautions, to guard against (emergency)",2490
阵地,"position, front",2491
立场,"position, standpoint",2492
投降,"to surrender, surrender",2493
祖国,home country,2494
礼尚往来,lit. proper behavior is based on reciprocity (idiom),2495
涮火锅,hotpot,2496
选举,"to elect, election",2497
抗议,"to protest, protest",2498
殖民地,colony,2499
领事馆,consulate,2500
竞选,"to take part in an election, to run for office",2501
辐射,radiation,2502
审理,to hear (a case),2503
国务院,"State Council (PRC), State Department (USA)",2504
船舶,"shipping, boats",2505
作弊,to cheat on an exam or competition,2506
熨,"reconciled, smooth",2507
沼泽,"marsh, swamp, wetlands, glade",2508
会晤,"to meet, meeting, conference",2509
拄,"to lean on, to prop on",2510
瘸,lame (disability),2511
主权,sovereignty,2512
斗争,"a struggle, fight, battle",2513
方针,"policy, guidelines",2514
战斗,"to fight, to battle",2515
示威,to demonstrate (as a protest),2516
政权,"regime, political power",2517
审判,"a trial, to try sb",2518
国防,national defense,2519
舰艇,"warship, naval vessel",2520
荤,"non-vegetarian food (meat, fish, spicy food etc)",2521
